;predicate;formula;frequency;closest_solution;solution_distance
519;this/inv4;(all ref0:(one (State - Init))|(one ((Init . (State <: trans)) . ref0)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));14
520;this/inv4;(all ref0:(one Event),ref1:(one Init)|(State in ((* (ref1 . (State <: trans))) . ref0)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));13
521;this/inv4;(all ref0:(one State)|(some ((ref0 . (State <: trans)) . State)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));10
522;this/inv4;(all ref0:(one Init)|((some State) => (no ((State - Init) - (Event . (^ (ref0 . (State <: trans))))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));15
523;this/inv4;(all ref0:(one (State - Init))|(some ((Init . (State <: trans)) . ref0)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));12
524;this/inv4;(all ref0:(one Init)|((some State) => ((no ((State - Init) - (Event . (^ (ref0 . (State <: trans)))))) && (some Init))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));18
525;this/inv4;(all ref0:(one State)|(ref0 in (Event . (ref0 . (State <: trans)))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));10
526;this/inv4;(all ref0:(one Init)|((some (State <: trans)) => ((no ((State - Init) - (Event . (^ (ref0 . (State <: trans)))))) && (some Init))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));18
527;this/inv4;(all ref0:(one State)|(some ((^ (Init . (State <: trans))) . ref0)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));13
528;this/inv4;(all ref0:(one Event),ref1:(one Init)|(State in ((ref0 . (* (ref1 . (State <: trans)))) + ref1)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})));13
529;this/inv4;(all ref0:(one Init)|(((no (State <: trans)) => (one State)) || (no ((State - Init) - (Event . (^ (ref0 . (State <: trans))))))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));18
530;this/inv4;((Init . (^ (State . (State <: trans)))) = State);1;((Init . (^ {ref0:(one State),ref1:(one State)|(some ((ref0 . (State <: trans)) . ref1))})) = State);7
531;this/inv4;((all ref0:(one Init)|(no ((State - Init) - (Event . (^ (ref0 . (State <: trans))))))) && (some Init));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));15
532;this/inv4;((all ref0:(one Init)|(no ((State - Init) - (Event . (^ (ref0 . (State <: trans))))))) && (some Init) && (some (State - Init)));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));19
533;this/inv4;(all ref0:(one State)|(some ref1:(one Event)|((ref0 -> ref1) in (^ (Init . (State <: trans))))));1;(all ref0:(one State)|(some ref1:(one Init)|(ref0 in (ref1 . (^ {ref2:(one State),ref3:(one State)|(some ((ref2 . (State <: trans)) . ref3))})))));13
534;this/inv4;(all ref0:(one Init)|(State in (ref0 + (ref0 . (* {ref1:(one State),ref2:(one State)|(some ref3:(one Event)|((ref1 -> (ref3 -> ref2)) in (State <: trans)))})))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ref3:(one Event)|((ref1 -> (ref3 -> ref2)) in (State <: trans)))}))));14
535;this/inv4;(some ref0:(one Init)|(State in (ref0 . (* {ref1:(one State),ref2:(one State)|(some ref3:(one Event)|((ref1 -> (ref3 -> ref2)) in (State <: trans)))}))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(some ref3:(one Event)|((ref1 -> (ref3 -> ref2)) in (State <: trans)))}))));14
536;this/inv4;(all ref0:(one State)|(some ref1:(one Event)|(ref0 in (ref1 . (Init . (State <: trans))))));1;(all ref0:(one State)|(some ref1:(one Init)|(ref0 in (ref1 . (^ {ref2:(one State),ref3:(one State)|(some ((ref2 . (State <: trans)) . ref3))})))));12
537;this/inv4;((State - Init) in (Event . (Init . (State <: trans))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(ref1 in (Event . (ref0 . (State <: trans))))})));9
538;this/inv4;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref1 -> (ref2 -> ref0)) in (State <: trans)))})));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|(ref1 in (ref2 . (ref0 . (State <: trans)))))})));10
539;this/inv4;(all ref3:(one State)|(Init in (ref3 . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))}))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})));11
540;this/inv4;(all ref3:(one State)|(some ref4:(one Init)|(ref4 in (ref3 . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})));12
541;this/inv4;(all ref3:(one State)|(one ref4:(one Init)|(ref4 in (ref3 . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})))));1;(State in (Init . (^ {ref0:(one State),ref1:(one State)|(some ref2:(one Event)|((ref0 -> (ref2 -> ref1)) in (State <: trans)))})));12
542;this/inv4;(all ref0:(one State)|(ref0 in (Event . ((Event . ((Event . (Init . (State <: trans))) . (State <: trans))) . (State <: trans)))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(ref2 in (Event . (ref1 . (State <: trans))))}))));17
543;this/inv4;(all ref0:(one State)|(ref0 in (Event . ((Event . ((Event . ((Event . (Init . (State <: trans))) . (State <: trans))) . (State <: trans))) . (State <: trans)))));1;(all ref0:(one State)|(ref0 in ((Event . ((Event . ((Event . (Init . (State <: trans))) . (State <: trans))) . (State <: trans))) + ((Event . ((Event . (Init . (State <: trans))) . (State <: trans))) + (Event . (Init . (State <: trans)))))));20
544;this/inv4;(all ref0:(one State)|(ref0 in (Init . (* {ref1:(one State),ref2:(one State)|(ref2 in (Event . (ref1 . (State <: trans))))}))));1;(all ref0:(one State)|(ref0 in (Init . (^ {ref1:(one State),ref2:(one State)|(ref2 in (Event . (ref1 . (State <: trans))))}))));8
