Challenge;Predicate;Expression;Popularity
dkZH6HJNQNLLDX6Aj;inv1;all p:Photo | not some disj u1, u2: User | u1->p in posts and u2->p in posts;1
dkZH6HJNQNLLDX6Aj;inv1;all p : Photo-Ad | lone posts.p;1
dkZH6HJNQNLLDX6Aj;inv1;all p:Photo | some u:User | p in u.posts and all u2:User | u2 != u and p not in u2.posts;1
dkZH6HJNQNLLDX6Aj;inv1;all x : Photo | all y,z : User | x in y.posts implies x not in z.posts all x : User | x not in x.follows and x not in follows.x;1
dkZH6HJNQNLLDX6Aj;inv1;all u1, u2: User, p1 : Photo | p1->u1 in posts and (u2->p1 in posts or u2->p1 in sees) implies u1=u2;1
dkZH6HJNQNLLDX6Aj;inv1;posts.Photo in User or posts.Photo in Influencer;1
dkZH6HJNQNLLDX6Aj;inv1;all p : Photo | some u : User | u->p in posts implies p not in User.posts;1
dkZH6HJNQNLLDX6Aj;inv1;all p : Photo | one User->posts;1
dkZH6HJNQNLLDX6Aj;inv1;all x : Photo | some y,z : User | y->x in posts and z->x in posts and z=y;1
dkZH6HJNQNLLDX6Aj;inv1;some p : Photo | all u : User | p in u.posts;1
dkZH6HJNQNLLDX6Aj;inv1;all img:Photo | posts.img != none;1
dkZH6HJNQNLLDX6Aj;inv1;all p : Photo | one u : User | p in User.posts implies p in u.posts;1
dkZH6HJNQNLLDX6Aj;inv1;all i : Photo | some u : User | u in i.posts;1
dkZH6HJNQNLLDX6Aj;inv1;one u:User, p:Photo | p in u.posts;1
dkZH6HJNQNLLDX6Aj;inv1;all x : Photo |all ad : Ad | all y,z : User | x in y.posts implies x not in z.posts and x not in ad;1
dkZH6HJNQNLLDX6Aj;inv1;all p:Photo| one (p & (User.posts+Influencer.posts));1
dkZH6HJNQNLLDX6Aj;inv1;all p : Photo, u : User | one posts.p;1
dkZH6HJNQNLLDX6Aj;inv1;one u: User | all p: Photo | u.posts in p;1
dkZH6HJNQNLLDX6Aj;inv1;User.posts = Photo all p1,p2 : User | p1.posts != p2.posts or p1=p2;2
dkZH6HJNQNLLDX6Aj;inv1;all x : Photo | one posts;2
dkZH6HJNQNLLDX6Aj;inv1;some u:User| u in Photo.posts;1
dkZH6HJNQNLLDX6Aj;inv1;one u: User | all p: Photo | p.~posts = u;1
dkZH6HJNQNLLDX6Aj;inv1;all u:User,f:Photo| posts.u in f;1
dkZH6HJNQNLLDX6Aj;inv1;all x : Photo | some y : User | y->x in posts all x : Photo | some posts.x;1
dkZH6HJNQNLLDX6Aj;inv1;all p : Photo | all u1,u2 : User | all i : Influencer | p in u1.posts and p in u2.posts implies u1=u2 and i=u1;1
dkZH6HJNQNLLDX6Aj;inv1;all p:Photo,x1,x2:User | p in x1.posts and p in x2.posts implies x1=x2 and x1 in User;1
dkZH6HJNQNLLDX6Aj;inv1;all user1, user2: User | user1.posts = user2.posts implies user1 = user2;2
dkZH6HJNQNLLDX6Aj;inv1;all x : User | Photo in x.posts;1
dkZH6HJNQNLLDX6Aj;inv1;all p : Photo | some u : User | u->p in follows;2
dkZH6HJNQNLLDX6Aj;inv1;all x : Photo | all y,z : User | x in y.posts implies x not in z.posts all ad : Ad | all x : Photo | x not in ad all x : Photo | x not in x.follows;1
dkZH6HJNQNLLDX6Aj;inv1;all p : Photo | all u : User | u->p in follows;1
dkZH6HJNQNLLDX6Aj;inv1;all p: Photo, u: User | p in u.posts and (p in u.posts implies p not in (User-u).posts);1
dkZH6HJNQNLLDX6Aj;inv1;all x,y :User| one p:Photo| x->p in posts and y -> p in posts implies x = y;1
dkZH6HJNQNLLDX6Aj;inv1;no p:Photo | all u1:User, u2:User | p in u1.posts and p in u2.posts;1
dkZH6HJNQNLLDX6Aj;inv1;all x: Photo | x in (one User.posts);1
dkZH6HJNQNLLDX6Aj;inv1;all p:Photo | some u:User | p in posts.u;1
dkZH6HJNQNLLDX6Aj;inv1;all p:Photo | some u:User | p in u.posts and all u2:User | u2 != u and p not in u.posts;1
dkZH6HJNQNLLDX6Aj;inv1;some u : User | all p : Photo | one d : Day | p in u.posts and d in p.date;1
dkZH6HJNQNLLDX6Aj;inv1;all p: Photo + Ad, u: User | p in u.posts and (p in u.posts implies p not in (User-u).posts);1
dkZH6HJNQNLLDX6Aj;inv1;no User->Photo.posts;1
dkZH6HJNQNLLDX6Aj;inv1;all p: Photo, u, u1, u2: User | p in u.posts and (p in u1.posts and p in u2.posts => u1 = u2);1
dkZH6HJNQNLLDX6Aj;inv1;one x,y :User| one p:Photo| x->p in posts and y -> p in posts implies x = y;1
dkZH6HJNQNLLDX6Aj;inv1;all p : univ | p in Photo implies some u : univ | u in User and u->p in posts some p : Photo | some u1, u2 : univ | u1 in posts.p and u2 in posts.p implies u1 = u2;1
dkZH6HJNQNLLDX6Aj;inv1;one x:User | all p:Photo | x->p in posts all x,y:User| all p:Photo | x->p in posts and y->p in posts implies x=y all p : Photo | one u:User | u->p in posts all p: Photo | all u,v: User |u->p in posts and v->p in posts implies u=v;1
dkZH6HJNQNLLDX6Aj;inv1;all u : User | all d : Day | one p : Photo | p in posts[u] and p.date = d;1
dkZH6HJNQNLLDX6Aj;inv1;all p : Photo, u: User | one u.posts;1
dkZH6HJNQNLLDX6Aj;inv1;all p : Photo | one User.posts implies some p;1
dkZH6HJNQNLLDX6Aj;inv1;all x,y: User | all p: Photo | x->p in posts and y->p in posts and y=x;1
dkZH6HJNQNLLDX6Aj;inv1;some p:Photo | some u:User | p in u.posts;1
dkZH6HJNQNLLDX6Aj;inv1;one u:User|#(u.posts)>=1;1
dkZH6HJNQNLLDX6Aj;inv1;all u:User,p:Photo,i:Influencer | u->p in posts or i->p in posts;1
dkZH6HJNQNLLDX6Aj;inv1;all p : univ | p in Photo implies some u : univ | u in User and u->p in posts some p : Photo | some u1, u2 : univ | u1->p in posts and u2->p in posts implies u1 = u2;1
dkZH6HJNQNLLDX6Aj;inv1;all x : Photo | all y,z : User | x in y.posts implies x not in z.posts all x : Ad | all y : User | x not in y.posts and x not in posts.y;1
dkZH6HJNQNLLDX6Aj;inv1;Photo-Ad = User.posts;1
dkZH6HJNQNLLDX6Aj;inv1;one Photo;1
dkZH6HJNQNLLDX6Aj;inv1;all p : univ | p in Photo implies some u : univ | u in User and u->p in posts all p : univ | some u1, u2 : univ | p in Photo and u1->p in posts and u2->p in posts implies u1 = u2;1
dkZH6HJNQNLLDX6Aj;inv1;posts in User set -> one User;1
dkZH6HJNQNLLDX6Aj;inv1;all p : univ | p in Photo implies some u : univ | u in User or u in Influencer and u in posts.p;1
dkZH6HJNQNLLDX6Aj;inv1;all u:User,f:Photo|one posts.u and u.sees in f;1
dkZH6HJNQNLLDX6Aj;inv1;Photo+Ad = User.posts + Influencer.posts;1
dkZH6HJNQNLLDX6Aj;inv1;all p: Photo, u: User | p in u.posts => p not in User-u.posts;1
dkZH6HJNQNLLDX6Aj;inv1;iden in posts.~posts;1
dkZH6HJNQNLLDX6Aj;inv1;all p: Photo | some p.~posts;1
dkZH6HJNQNLLDX6Aj;inv1;all p:Photo| #(p & User.posts) =1;1
dkZH6HJNQNLLDX6Aj;inv1;some u: User | u.posts = (Photo - Ad);1
dkZH6HJNQNLLDX6Aj;inv1;one posts.User;1
dkZH6HJNQNLLDX6Aj;inv1;lone u: User | Photo in u.posts;1
dkZH6HJNQNLLDX6Aj;inv1;all p: Photo | all a : Ad| some u : User | p in u.posts and a in u.posts;1
dkZH6HJNQNLLDX6Aj;inv1;all p : univ | p in Photo implies some u : univ | u in User and u->p in posts all p : Photo | some u1, u2 : univ | u1->p in posts and u2->p in posts implies u1 = u2;1
dkZH6HJNQNLLDX6Aj;inv1;all u : User | posts.u in Photo;1
dkZH6HJNQNLLDX6Aj;inv1;all x: Photo | Photo in User.posts;1
dkZH6HJNQNLLDX6Aj;inv1;all u: User , p: Photo| p = u.posts;1
dkZH6HJNQNLLDX6Aj;inv1;all u : User | u in User.posts;1
dkZH6HJNQNLLDX6Aj;inv1;all x,y,z : univ | x in User and z in User and y in Photo and y->x in posts and y->z in posts implies x=z;1
dkZH6HJNQNLLDX6Aj;inv1;all x : Photo | all y,z : User | x in y.posts implies x not in z.posts all ad : Ad | all x : Photo | x not in ad all x : User | x not in x.follows and x not in follows.x all x : Influencer | x not in x.follows and x not in ^follows.x;1
dkZH6HJNQNLLDX6Aj;inv1;all x: User | x.sees in x.posts;1
dkZH6HJNQNLLDX6Aj;inv1;all p : univ | p in Photo implies some u : univ | (u in User or u in Influencer) and u in posts.p;1
dkZH6HJNQNLLDX6Aj;inv1;;1
dkZH6HJNQNLLDX6Aj;inv1;all i : univ | i in Photo implies some x : univ | x->i in posts all p : univ | p in Photo implies some x : univ | x->p in posts;1
dkZH6HJNQNLLDX6Aj;inv1;all p:Photo | some u:User | p-> u in posts all p:Photo,u1:User,u2:User | u1 -> p in posts and u2 -> p in posts implies u1=u2;1
dkZH6HJNQNLLDX6Aj;inv2;all u1 : User| all u2 : User | u1 -> u2 in follows and u1 != u2;4
dkZH6HJNQNLLDX6Aj;inv2;all u : User | u not in u.posts;3
dkZH6HJNQNLLDX6Aj;inv2;no follows.User;7
dkZH6HJNQNLLDX6Aj;inv2;all u : User | not one follows.u;1
dkZH6HJNQNLLDX6Aj;inv2;no (follows.User & suggested.User & follows.Influencer & suggested.Influencer);1
dkZH6HJNQNLLDX6Aj;inv2;all x : User | no follows.x;37
dkZH6HJNQNLLDX6Aj;inv2;all x:User | follows.x not in x.follows;3
dkZH6HJNQNLLDX6Aj;inv2;always(User->User not in follows);2
dkZH6HJNQNLLDX6Aj;inv2;all x : User | some follows.x;5
dkZH6HJNQNLLDX6Aj;inv2;follows.~follows in iden;9
dkZH6HJNQNLLDX6Aj;inv2;all x : User | one follows.x;5
dkZH6HJNQNLLDX6Aj;inv2;all x : User | x in x.follows;5
dkZH6HJNQNLLDX6Aj;inv2;all u: User | u not in u.^(follows);12
dkZH6HJNQNLLDX6Aj;inv2;follows not in iden;11
dkZH6HJNQNLLDX6Aj;inv2;all u: User | no u.follows;11
dkZH6HJNQNLLDX6Aj;inv2;User.follows & User = none;3
dkZH6HJNQNLLDX6Aj;inv2;some u: User | u->u not in follows;1
dkZH6HJNQNLLDX6Aj;inv2;no follows.~follows;1
dkZH6HJNQNLLDX6Aj;inv2;all u : User | u -> u in follows and u != u;1
dkZH6HJNQNLLDX6Aj;inv2;all u:User| #u.follows=0;1
dkZH6HJNQNLLDX6Aj;inv2;all x: User | !(x.follows = x);3
dkZH6HJNQNLLDX6Aj;inv2;all x :User| x->x in follows;4
dkZH6HJNQNLLDX6Aj;inv2;follows.~follows not in iden;14
dkZH6HJNQNLLDX6Aj;inv2;no User.follows;2
dkZH6HJNQNLLDX6Aj;inv2;all x : User | lone follows.x;3
dkZH6HJNQNLLDX6Aj;inv2;User<:iden:>User not in follows;1
dkZH6HJNQNLLDX6Aj;inv2;all u : User | u not in u.follows and u not in u.suggested;1
dkZH6HJNQNLLDX6Aj;inv2;User not in User.follows;10
dkZH6HJNQNLLDX6Aj;inv2;all u: User | u.follows->u not in iden;1
dkZH6HJNQNLLDX6Aj;inv2;all x, y : univ | x.follows = y implies x != y;1
dkZH6HJNQNLLDX6Aj;inv2;all u : User+Influencer | follows.u != u;1
dkZH6HJNQNLLDX6Aj;inv2;all u : User | u not in follows.User;2
dkZH6HJNQNLLDX6Aj;inv2;some u:User | u not in u.follows;2
dkZH6HJNQNLLDX6Aj;inv2;no follows.User and no follows.Influencer;2
dkZH6HJNQNLLDX6Aj;inv2;no follows.User and no suggested.User;1
dkZH6HJNQNLLDX6Aj;inv2;all x : User | follows.x != x;5
dkZH6HJNQNLLDX6Aj;inv2;all x : User | x -> x in posts;1
dkZH6HJNQNLLDX6Aj;inv2;all u:User | u.follows not in u;2
dkZH6HJNQNLLDX6Aj;inv2;iden not in follows;9
dkZH6HJNQNLLDX6Aj;inv2;all u1 : User | all u2 : User | follows.u1 != u2;2
dkZH6HJNQNLLDX6Aj;inv2;all x : User | all y : User | x.follows = y and x != y;2
dkZH6HJNQNLLDX6Aj;inv2;all u: User | one u;1
dkZH6HJNQNLLDX6Aj;inv2;all x, y: User | x->y in follows - iden;2
dkZH6HJNQNLLDX6Aj;inv2;one x : User | no follows.x;2
dkZH6HJNQNLLDX6Aj;inv2;all u:User,u2:User | u=u2 and u2 not in u.follows;1
dkZH6HJNQNLLDX6Aj;inv2;all x : User | x.follows != x;6
dkZH6HJNQNLLDX6Aj;inv2;one x : User | one follows.x;1
dkZH6HJNQNLLDX6Aj;inv2;all x, y : User | x.follows = y implies x !=y;3
dkZH6HJNQNLLDX6Aj;inv2;no (follows.User & suggested.User);1
dkZH6HJNQNLLDX6Aj;inv2;some x : User | some y : User | some follows.x and x != y;1
dkZH6HJNQNLLDX6Aj;inv2;posts in (User one -> Photo);3
dkZH6HJNQNLLDX6Aj;inv2;all u1,u2:User | u1->u2 not in follows;1
dkZH6HJNQNLLDX6Aj;inv2;one user : User | user not in user.follows;4
dkZH6HJNQNLLDX6Aj;inv2;all u : User | all u1 : User - u | u.follows in u1;1
dkZH6HJNQNLLDX6Aj;inv2;all x: User | all y: follows.x | y = x;1
dkZH6HJNQNLLDX6Aj;inv2;some x : User | some y : User | some follows.x and some follows.y and x != y;1
dkZH6HJNQNLLDX6Aj;inv2;all u: User | no u.follows->u;1
dkZH6HJNQNLLDX6Aj;inv2;all u: User | u.follows->u in iden;2
dkZH6HJNQNLLDX6Aj;inv2;all u1, u2:User | u1 -> u2 in follows implies u1 = u2;1
dkZH6HJNQNLLDX6Aj;inv2;all disj a, b : User | b in a.follows;1
dkZH6HJNQNLLDX6Aj;inv2;all u : User | no follows->u;1
dkZH6HJNQNLLDX6Aj;inv2;all u : User | u in follows.u;2
dkZH6HJNQNLLDX6Aj;inv2;all u : User | follows.u != u all i : Influencer | follows.i != i;2
dkZH6HJNQNLLDX6Aj;inv2;no follows.iden;1
dkZH6HJNQNLLDX6Aj;inv2;all u : User | not u in u.sees;1
dkZH6HJNQNLLDX6Aj;inv2;follows != ~follows;1
dkZH6HJNQNLLDX6Aj;inv2;all u : User - Influencer | u not in u.*follows;1
dkZH6HJNQNLLDX6Aj;inv2;all disj a, b : User | a not in a.follows;1
dkZH6HJNQNLLDX6Aj;inv2;all u : User | u -> u not in posts;1
dkZH6HJNQNLLDX6Aj;inv2;all u:User | u.follows not in u.follows;2
dkZH6HJNQNLLDX6Aj;inv2;all u:User | u not in u.follows.posts;1
dkZH6HJNQNLLDX6Aj;inv2;no User & User.follows;1
dkZH6HJNQNLLDX6Aj;inv2;no iden - follows;1
dkZH6HJNQNLLDX6Aj;inv2;all i: Influencer | i.posts in i.sees;1
dkZH6HJNQNLLDX6Aj;inv2;all x : User | not some follows.x;2
dkZH6HJNQNLLDX6Aj;inv2;one x:User| x->x not in follows;3
dkZH6HJNQNLLDX6Aj;inv2;no iden & ^follows;3
dkZH6HJNQNLLDX6Aj;inv2;#(follows) = 0;1
dkZH6HJNQNLLDX6Aj;inv2;one x : User | x not in follows.x;1
dkZH6HJNQNLLDX6Aj;inv2;all u : User | u.follows not in follows.u;2
dkZH6HJNQNLLDX6Aj;inv2;follows.*follows not in iden;1
dkZH6HJNQNLLDX6Aj;inv2;some x:User | some y:User | x = y;1
dkZH6HJNQNLLDX6Aj;inv2;all u : User | u not in u.*follows;2
dkZH6HJNQNLLDX6Aj;inv2;all u1 : User | all u2 : User | u1.follows != u2;2
dkZH6HJNQNLLDX6Aj;inv2;all disj a, b : User | b in a.follows and a not in a.follows;1
dkZH6HJNQNLLDX6Aj;inv2;some u: User | ! u->u in follows;1
dkZH6HJNQNLLDX6Aj;inv2;all u:User | u->u not in follows all u:User | u->u not in suggested;1
dkZH6HJNQNLLDX6Aj;inv2;all u: User | no u->follows->u;1
dkZH6HJNQNLLDX6Aj;inv2;follows.~follows in iden.~follows;1
dkZH6HJNQNLLDX6Aj;inv2;one u1,u2:User | u1->u2 in follows implies u1!=u2;1
dkZH6HJNQNLLDX6Aj;inv2;follows in iden;3
dkZH6HJNQNLLDX6Aj;inv2;no follows.User.iden;1
dkZH6HJNQNLLDX6Aj;inv2;not follows in iden;1
dkZH6HJNQNLLDX6Aj;inv2;all u:User | u->u not in follows and u->u not in suggested;2
dkZH6HJNQNLLDX6Aj;inv2;all x : User | one ~follows.x;1
dkZH6HJNQNLLDX6Aj;inv2;User->User not in follows;1
dkZH6HJNQNLLDX6Aj;inv2;iden not in posts;1
dkZH6HJNQNLLDX6Aj;inv2;iden in follows;2
dkZH6HJNQNLLDX6Aj;inv2;follows - iden = iden;1
dkZH6HJNQNLLDX6Aj;inv2;all x : User | all y : Influencer | x.follows = y and x != y;1
dkZH6HJNQNLLDX6Aj;inv2;all x : User | x.follows not in User.follows;1
dkZH6HJNQNLLDX6Aj;inv2;User.follows not in User;2
dkZH6HJNQNLLDX6Aj;inv2;all u: User | u->u in iden;1
dkZH6HJNQNLLDX6Aj;inv2;all x, y : univ | x in User or x in Influencer and x.follows = y implies x != y;1
dkZH6HJNQNLLDX6Aj;inv2;all u1, u2:User | u1 -> u2 in follows and u2 -> u1 in follows implies u1 = u2;1
dkZH6HJNQNLLDX6Aj;inv2;iden not in follows.follows;1
dkZH6HJNQNLLDX6Aj;inv2;all x : User + Influencer | some follows.x;1
dkZH6HJNQNLLDX6Aj;inv2;(User.follows) = none;2
dkZH6HJNQNLLDX6Aj;inv2;User.follows & User in none;1
dkZH6HJNQNLLDX6Aj;inv2;always(User not in User.follows);1
dkZH6HJNQNLLDX6Aj;inv2;one x : User | lone follows.x;1
dkZH6HJNQNLLDX6Aj;inv2;no follows + iden;1
dkZH6HJNQNLLDX6Aj;inv2;all u : User + Influencer | not one follows.u;1
dkZH6HJNQNLLDX6Aj;inv2;all x, y : User | x.follows = y implies x != y all x, y : Influencer | x.follows = y implies x != y;1
dkZH6HJNQNLLDX6Aj;inv2;follows.User not in User.follows;1
dkZH6HJNQNLLDX6Aj;inv2;no User.iden;1
dkZH6HJNQNLLDX6Aj;inv2;all u: User | no u->follows.u;1
dkZH6HJNQNLLDX6Aj;inv2;all u : User | not u -> u in posts;1
dkZH6HJNQNLLDX6Aj;inv2;all x, y : univ | x in User and x.follows = y implies x != y;1
dkZH6HJNQNLLDX6Aj;inv2;iden not in follows.~follows;1
dkZH6HJNQNLLDX6Aj;inv2;all u : User | follows.u not in u;1
dkZH6HJNQNLLDX6Aj;inv2;all u : User | one u.follows;1
dkZH6HJNQNLLDX6Aj;inv2;all u1, u2: User | not u1-> u2 in follows;1
dkZH6HJNQNLLDX6Aj;inv2;User not in User.follows User not in User.suggested;1
dkZH6HJNQNLLDX6Aj;inv2;no follows;1
dkZH6HJNQNLLDX6Aj;inv2;all u:User | no iden.follows;1
dkZH6HJNQNLLDX6Aj;inv2;;1
dkZH6HJNQNLLDX6Aj;inv2;~follows.follows in iden;1
dkZH6HJNQNLLDX6Aj;inv2;all x : User | User not in follows.x;1
dkZH6HJNQNLLDX6Aj;inv3;all x, y : User | x.sees in y.posts and y in x.follows all x : Ad | all y : User | sees.x in univ;1
dkZH6HJNQNLLDX6Aj;inv3;all p : Photo, u1,u2 : User | p in u2.posts and u2 in u1.follows and p != Ad implies p in u1.sees all ad : Ad, u : User | ad in u.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all u:User | u.sees in u.follows.posts or u.sees in Ad;7
dkZH6HJNQNLLDX6Aj;inv3;all u1,u2 : User, p : Photo | p in u1.sees implies p in u2.posts and u2 in u1.follows;2
dkZH6HJNQNLLDX6Aj;inv3;all u:User | all uf : u.follows | u.sees in (uf.posts+Ad);1
dkZH6HJNQNLLDX6Aj;inv3;all x,y : User, p : Photo, a : Ad | ((p in x.sees && p in y.posts && p != a) => y in follows.x) || (p = a);1
dkZH6HJNQNLLDX6Aj;inv3;all u1,u2 : User | all p : Photo | u1!=u2 and u1->p in sees implies ((u2->p in posts and u1->u2 in follows) or (p in Ad));1
dkZH6HJNQNLLDX6Aj;inv3;all u:User | u.sees in u.follows.posts;50
dkZH6HJNQNLLDX6Aj;inv3;all u:User | Ad in u.sees;2
dkZH6HJNQNLLDX6Aj;inv3;all u,uu:User, pht:Photo | uu->pht in posts and u->uu not in follows and pht in Ad implies u->pht not in sees all ad:Ad, u:User | u->ad in sees;3
dkZH6HJNQNLLDX6Aj;inv3;all u : User | posts.(sees.u - Ad) in u.follows;2
dkZH6HJNQNLLDX6Aj;inv3;all u, j : User | all p : Photo | u -> p in sees implies u -> j in follows all u : User| all i : Influencer| all p : Photo | u -> p in sees implies u -> i in follows all u : User | all a : Ad | u -> a in sees implies u -> a not in posts all i : Influencer | all a : Ad | i -> a in sees implies i -> a not in posts;1
dkZH6HJNQNLLDX6Aj;inv3;all u, f : User, p : Photo { u -> p in sees => (p in Ad) || (p not in Ad && u -> f in follows && f -> p in posts) };1
dkZH6HJNQNLLDX6Aj;inv3;all p: Photo, u1,u2: User| p in u1.sees implies ((p not in Ad and p in u2.posts and u2 in u1.follows) or (p in Ad and p in u2.posts and u2 not in u1.follows));1
dkZH6HJNQNLLDX6Aj;inv3;all u:User | some p: Photo - Ad | some x:User |p in u.sees implies x in u.follows and p in x.posts all a:Ad | all u:User | a in u.sees;4
dkZH6HJNQNLLDX6Aj;inv3;all a : Ad | one u : Influencer | u->a in posts all a,b : User | all p : Photo | a->b in follows implies a->p in sees;1
dkZH6HJNQNLLDX6Aj;inv3;all x : User | all y : Photo | y not in x.follows.posts implies y not in x.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all p : Photo | all u1 : User| all u2 : User | (p in u1.sees implies ((p in u2.posts and u2 in u1.follows and p not in Ad) or (p in Ad)));3
dkZH6HJNQNLLDX6Aj;inv3;all user1, user2: User | all photo: Photo | (photo in user1.sees and photo in user2.posts) implies user2 in user1.follows all ad : Ad | all user: User | all i : Influencer | ad in user.sees and ad in i.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all u1 : User| some u2 : User | all p : Photo | u1->p in sees implies p in Ad or (p in u2.posts and u2 in u1.follows);2
dkZH6HJNQNLLDX6Aj;inv3;all u:User | some p: Photo - Ad | some x:User | (p in x.posts and p in u.sees) implies x in u.follows all a:Ad | some u:User | a in u.posts implies (a not in u.sees);4
dkZH6HJNQNLLDX6Aj;inv3;all x : User | all y: User | (y.posts in x.sees) iff x in y.follows;2
dkZH6HJNQNLLDX6Aj;inv3;all u : User | (u.sees - Ad) = u.follows.posts User.sees in Ad;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User ,p : Photo | p in Ad => p in u.sees || p in u.follows.posts;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User | all p : Photo-Ad | u->p in sees implies p in u.follows.posts all u : User | all p : Photo | all a : Ad | u->a in posts and u->p in posts implies p in Ad;1
dkZH6HJNQNLLDX6Aj;inv3;all p,p2 : Photo | lone u , u2 : User | p in u.sees and (( u2 in u.follows and p in u2.posts) or p in Ad);1
dkZH6HJNQNLLDX6Aj;inv3;all x, y : User | x.sees in y.posts and y in x.follows all x : Ad | all y : User | sees.x in y;1
dkZH6HJNQNLLDX6Aj;inv3;all u1:User , u2:User | u1 -> (u2.posts - Ad) in sees implies u2 -> u1.follows.posts in sees;1
dkZH6HJNQNLLDX6Aj;inv3;all u1, u2 : User, p : Photo | (( u1->p in sees && u2 -> p in posts ) => u1 -> u2 in follows);3
dkZH6HJNQNLLDX6Aj;inv3;all x : Photo | one sees.x implies one follows.x;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User | all p : Photo - Ad | u.follows.posts in u.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all x: User | all p: Photo | x in x.sees;1
dkZH6HJNQNLLDX6Aj;inv3;all x: User, y: User, z : Photo | y in follows.x and z in posts.y iff x in sees.z;2
dkZH6HJNQNLLDX6Aj;inv3;all u: User | all p: Photo-Ad | u.follows.posts in p;5
dkZH6HJNQNLLDX6Aj;inv3;all x,y:User | all a:Ad | x->a in sees implies x->y in follows and y->a in posts all x:User | all a:Ad | x->a in sees;3
dkZH6HJNQNLLDX6Aj;inv3;all u1:User | some p:Photo, u2:User | (u1->p in sees and p not in Ad) => u1->u2 in follows;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User | all seenPhotos : u.sees | seenPhotos in Ad || (seenPhotos not in Ad && seenPhotos.posts in u.follows);3
dkZH6HJNQNLLDX6Aj;inv3;all x : User | x.sees in x.follows.posts or x.sees in Ad and x not in x.follows;1
dkZH6HJNQNLLDX6Aj;inv3;all x : User | all y : x.sees | (y not in Ad) or (some k : x.follows | y in k.posts);1
dkZH6HJNQNLLDX6Aj;inv3;all x : User | some y : User | x.sees in y.posts;1
dkZH6HJNQNLLDX6Aj;inv3;all x : User | some y : User | y in x.follows;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User, a : Ad | u.follows.posts in u.sees + Ad;1
dkZH6HJNQNLLDX6Aj;inv3;all x : Ad, y : User | y not in sees.x;1
dkZH6HJNQNLLDX6Aj;inv3;all p:Photo | all u:User | p in u.sees implies p not in u.posts all p:Photo | all u:User,u2:User | p in u.sees and p in u2.posts and p != Ad implies u2 in u.follows;3
dkZH6HJNQNLLDX6Aj;inv3;User.sees = User.follows.posts + Ad + User.posts - User.suggested;1
dkZH6HJNQNLLDX6Aj;inv3;all p:Photo-Ad, x,y:User| x->p in sees and y->p in posts implies y->x in follows;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User | some p : Photo | p in u.sees iff (p in Ad or p in u.follows.posts);2
dkZH6HJNQNLLDX6Aj;inv3;all p:Photo, u:User | p -> u in sees implies p not in Ad;2
dkZH6HJNQNLLDX6Aj;inv3;all x : User, y : Ad | y not in follows.x;2
dkZH6HJNQNLLDX6Aj;inv3;all u:User | some p: Photo - Ad | some x:User |p in u.sees implies x in u.follows and p in x.posts;1
dkZH6HJNQNLLDX6Aj;inv3;all x : User | some x.sees-Ad implies some x.follows.posts;2
dkZH6HJNQNLLDX6Aj;inv3;all x, y: User, f: Photo | y in follows.x implies f in posts.y and f in sees.x;1
dkZH6HJNQNLLDX6Aj;inv3;all x : User | all y : User |all p : Photo| y in x.follows and p in y.posts and x in sees.p and p != Ad;2
dkZH6HJNQNLLDX6Aj;inv3;all x : User | x.sees in (x.follows.posts - Ad);9
dkZH6HJNQNLLDX6Aj;inv3;all p : Photo - Ad, u : User | p in u.sees implies p in follows.u;1
dkZH6HJNQNLLDX6Aj;inv3;all u : User, p : Photo-Ad | some (posts.p & u.follows.posts);6
dkZH6HJNQNLLDX6Aj;inv3;all p:Photo |all u1,u2:Photo | p in u2.posts and u2 in u1.follows implies p in u1.sees and Ad not in p;1
